"@LATAMAirlines \xc2\xbfse puede transportar CPU (o gabinete de PC de escritorio) como equipaje despachado o equipaje de mano?'               ";"232";"-1"
"@Iberia @LATAMAirlines @GoToGateAreShit segun ellos es con vosotros con quien tengo que hablar \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'               ";"252";"-1"
"@LATAMAirlines (...) PLEASE DON\"T CLOSE MY TICKET as it\'s STILL NOT RESOLVED. Half of the flights I requested are still missing. (...)'               ";"256";"1"
"@LATAMAirlines no puedo ingresar a mi cuenta LatamPass";"262";"-1"
"RT @cadercanaya: Asi quedo la guitarra que me destrozaron en @LATAMAirlines y hoy me dicen que no hay lugar a reclamos? Vuelo 503 Mia-Scl y\xe2\x80\xa6'               ";"265";"-1"
"@EMGOJA Los de @LATAMAirlines para responder si tienen WIFI t piden datos estupidos.'               ";"269";"-1"
"Realmente es vergonzoso el trato que le dan a los pasajeros frecuentes @LATAMAirlines Como compañia se cae todo lo\xe2\x80\xa6 '               ";"270";"-1"
"@LATAMAirlines cuantas personas abre su equipaje en el aeropuerto? Cuantas? Fue un equipaje despachado de acuerdo '               ";"272";"-1"
"@LATAMAirlines el reclamos dos horas despues que aterrizo el avion y hoy un MAIL diciendo que lo tendriamos que hable '               ";"281";"-1"
"Asi quedo la guitarra que me destrozaron en @LATAMAirlines y hoy me dicen que no hay lugar a reclamos? Vuelo 503 Mi\xe2\x80\xa6 '               ";"282";"-1"
"Gracias @LATAMAirlines su servicio de respuesta a mis inquietudes e inconvenientes fue excelente y a tiempo.'               ";"285";"-1"
"Para responder si tienen WIFI en un vuelo necesitan tanta burocracia? Con decir si o no suficiente. Pateticos. '               ";"295";"-1"
"@jbaraqui ...cuando se presenta un cambio involuntario que si te permite solicitar la devolucion. Saludos.'               ";"299";"-1"
"@LATAM_CHI una verguenza las respuestas q entregan. Uno responde y nadie contesta. Latam airlines lejos de lo q eral# la cia'               ";"301";"-1"
"LATAM Airlines la aerolinea mas inaficiente del mercado. Cobran por subir maletas con exceso al\xe2\x80\xa6 '               ";"314";"-1"
"LATAM Airlines #Colombia informa las medidas y recomendaciones a raiz de la #VisitaDelPapa @LATAM_CO '               ";"320";"-1"
"@cristian_gd @LATAMAirlines Animo CRISTIAN dudo q consigas algo'               ";"334";"-1"
"@diego_domi @ControllersAep Q buen dato para no volar x @LATAM_ARG @LATAM_CHI @LATAMAirlines'               ";"337";"-1"
"@LATAMAirlines somos dos pasajeros y en la web solo nos permite descargar una tarjeta sola'               ";"349";"-1"
"Que mala gestion y q ineficiencia para solucionar sus propios errores @LATAM_CO @LATAMAirlines'               ";"362";"-1"
"@LATAMAirlines Supervisora en el aeropuerto nos insulto y se fue sin ayudar con las conexiones y la estadia. Estamos sin regreso ni hotel'               ";"364";"-1"
"@LATAMAirlines Peor experiencia. Perdieron mi maleta al llegar a MXCO";"371";"-1"
"RT @enlascalles: @Aalliende @LATAM_CHI @LATAMAirlines Clasico! Es como que \"ellos\" se aburrieron de \"esperar\". Una locura'               ";"389";"-1"
"@pincheSocialist @Avianca Uuuu pobre. Con @LATAMAirlines nos ha ido muy bien! 18 botellas de vino y perfectas \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbd'               ";"392";"-1"
"RT @cesar_sncz: This is by far the worse customer experience ever in my life. Not even low cost airlines have this issue @LATAMAirlines @LA\xe2\x80\xa6'               ";"395";"-1"
"@LATAMAirlines I cannot buy a ticket from your website or your customer service on the phone... I tried multiple times each can you help me?'               ";"398";"-1"
"RT @gisseflito: @learbat @LatamIndignados @LATAM_CHI No querian Low Cost?? Asi funciona cobrando caro x los extras";"404";"-1"
"RT @caricaturizador: @LATAM_CHI Esperate no mas. Sus empleados son cabrones les gusta webear a la gente. Tomalo o dejalo. Van a la baja con\xe2\x80\xa6'               ";"424";"1"
"@LATAM_CHI A la ida la comida fue gratis y a la vuelta me la cobraron";"425";"-1"
"@learbat @LatamIndignados @LATAM_CHI No querian Low Cost?? Asi funciona cobrando caro x los extras";"431";"-1"
"@BluRadioCo @LATAM_CO con pesimo servicio";"438";"-1"
"Que servicio de mierda tiene Latam'               ";"439";"-1"
"@quincheros @LATAM_CHI Espere bien sentado";"453";"-1"
"#latam que te ha pasado ?? Un servicio pobre pobre";"455";"-1"
"@ramonllao @LATAM_CHI Da lo mismo quien es y si es famoso o no aqui se trata de como es tratado el pasajero y su e\xe2\x80\xa6 '               ";"457";"-1"
"RT @Negros77: @ramonllao @LATAM_CHI buen ineficiente el servicio de Latam les falto hacer mierda 3 guitarras mas y 4 huasos de plastico'               ";"458";"-1"
"@pablitolescano @LATAM_ARG No puede ser que @LATAM_ARG tenga mal servicio... pedazos de ladris... a mi me dejaron v\xe2\x80\xa6 '               ";"462";"-1"
"RT @aceballosm: Hoy viaje Santiago-Puerto Mont en @LATAM_CHI Equipaje en bodega? Pague ... Quiere agua? Pague ... Casi viajo de pie";"468";"1"
"@bravojeilson ... para brindar un servicio de calidad";"471";"-1"
"@LATAM_CHI Esperate no mas. Sus empleados son cabrones les gusta webear a la gente. Tomalo o dejalo. Van a la baja\xe2\x80\xa6 '               ";"479";"-1"
"RT @ninabritobrito: @gomez_maxi @diego_domi @LATAM_ARG Latam es Chile pero estos pelotudos se hacen los Argentinos por unos pasajes..dicho\xe2\x80\xa6'               ";"488";"-1"
"RT @luisbarud: LATAM es absolutamente ineficiente";"506";"-1"
"@LATAM_CO @AerocivilCol definitivamente la peor aerolinea en cuanto al servicio al cliente'               ";"507";"-1"
"@LATAM_ARG que desastre es el servicio en aeroparque!!!'               ";"510";"-1"
"@quincheros @LATAM_CHI Y yo creia q @LATAM_CHI tenia un pesimo servicio.Han cumplido el anhelo de muxos chilenos. G\xe2\x80\xa6 '               ";"528";"-1"
"Latam sigue siendo una pesima compañia";"533";"-1"
"RT @santischoulund: nunca ningun servicio de transporte va a ser tan malo colo latam'               ";"547";"-1"
"RT @PabloFabara: @LATAM_ECU son un desastre de empresa";"551";"-1"
"RT @AlfredoSanMarti: @LATAM_CHI Servicio LATAM es cada vez mas malo y empeora cada dia. Respuestas inutiles a reclamos son mejor ejemplo!!'               ";"556";"-1"
"RT @gmoreso: @quincheros @LATAM_CHI El Servicio es pesimo'               ";"559";"-1"
"RT @Zamarritano: @AlexandraHorler @LATAM_PER Increible q no haya institucion que defienda al consumidor";"572";"-1"
"RT @svmcl: Seguimos con el pesimo servicio de @LATAM_CHI en business class....'               ";"579";"1"
"RT @RodrigoOlea: @quincheros @mpobletej @LATAM_CHI Pesimo servicio! ayer mi hijo viajo a NY no tenian sus asientos y lo tenian separado de\xe2\x80\xa6'               ";"587";"-1"
"RT @makavro: @LATAM_CHI pesimo sistema de entrega de equipaje";"589";"-1"
"@LATAM_CHI hasta el momento la peor atencion q he tenido en el call center para pedir servicio de mascota emocional.'               ";"594";"-1"
"Ademas de dar comida de mierda y servicio deficiente";"596";"-1"
"@MaMilagrosC El servicio y comodidad es igual o mejor que LATAM";"606";"-1"
"@ramonllao @LATAM_CHI Ohh hicieron algo positivo? Porque su servicio y responsabilidad con sus clientes es nula.Nad\xe2\x80\xa6 '               ";"610";"-1"
"Hoy viaje Santiago-Puerto Mont en @LATAM_CHI Equipaje en bodega? Pague ... Quiere agua? Pague ... Casi viajo de pie";"612";"-1"
"RT @AlexandraHorler: Que onda con los precios de @LATAM_PER? 250 dolares a Tarapoto y ya no te dan ni agua!!! Y con un pesimo servicio! Se\xe2\x80\xa6'               ";"623";"-1"
"RT @fedegomezf: @loresichaves @LATAM_CO Cada dia mas malos en ese servicio. Es el colmo ya hasta el agua la cobran. Va de mal en peor ese s\xe2\x80\xa6'               ";"646";"-1"
"@alecardenasH @quincheros @LATAM_CHI Quizas esten mal pagados y desmotivados. Ojala se corrija y mejore el servici\xe2\x80\xa6 '               ";"647";"-1"
"@loresichaves @LATAM_CO Cada dia mas malos en ese servicio. Es el colmo ya hasta el agua la cobran. Va de mal en pe\xe2\x80\xa6 '               ";"654";"-1"
"@quincheros @LATAM_CHI Ojala que respondan y no solo a Uds. Realmente el servicio de @LATAM_CHI deja mucho que desear.'               ";"661";"-1"
"Ademas de problemas como este. @LATAM_CHI con bastante problemas de servicio y reembolsos. Vuelos cancelados";"679";"-1"
"@gomez_maxi @diego_domi @LATAM_ARG Latam es Chile pero estos pelotudos se hacen los Argentinos por unos pasajes..di\xe2\x80\xa6 '               ";"689";"-1"
"@ro_ibnez @quincheros @LATAM_CHI Enterandome del grave servicio de @LATAM_CHI con nuestro grupo insigne\xe2\x80\xa6 '               ";"693";"-1"
"@jcgortari ...Excelente servicio. Para poder asistirte";"695";"-1"
"@ramonllao @LATAM_CHI buen ineficiente el servicio de Latam les falto hacer mierda 3 guitarras mas y 4 huasos de plastico'               ";"696";"-1"
"@LATAM_CO una aerolinea ejemplar. Cumplida";"698";"-1"
"RT @juanmaesposito: @LATAM_ARG Cobran tarifa Flex para poder usar los cupones Upgrade y es Verso! Latam=Low Cost servicio no vale pagarlo A\xe2\x80\xa6'               ";"702";"-1"
"@LATAM_ARG Cobran tarifa Flex para poder usar los cupones Upgrade y es Verso! Latam=Low Cost servicio no vale pagarlo At al Cliente Horrible'               ";"727";"-1"
"@Cooperativa LATAM cada dia peor servicio!... solo slogan y publicidad poco consecuente!... el cliente nada les importa!!'               ";"728";"-1"
"RT @AbolasFelipe: @quincheros @LATAM_CHI Enterandome del grave servicio de @LATAM_CHI con nuestro grupo insigne @quincheros. Nuestras guit\xe2\x80\xa6'               ";"729";"-1"
"@LATAM_CHI al final no me dieron solucion compre el mismo ticket pero por @Despegar. Puedo decir que el servicio de venta de latam es \xf0\x9f\x92\xa9'               ";"738";"-1"
"@quincheros @LATAM_CHI Enterandome del grave servicio de @LATAM_CHI con nuestro grupo insigne @quincheros. Nuestra\xe2\x80\xa6 '               ";"768";"-1"
"@quincheros @mpobletej @LATAM_CHI Pesimo servicio! ayer mi hijo viajo a NY no tenian sus asientos y lo tenian separ\xe2\x80\xa6 '               ";"770";"-1"
"@LATAM_CHI No acpeto los miserables 30 dolares que ofrecen de compensacion!. Una mierda de servicio!. Espero nunca\xe2\x80\xa6 '               ";"789";"-1"
"RT @andruswalrus: @LatamIndignados tan desastrosa es la pagina de latam que ya parece adrede'               ";"792";"-1"
"RT @PumarinoCaro: @andruswalrus @LatamIndignados Obviamente estan colaosados con los reclamos porque son un desastre'               ";"799";"-1"
"RT @PumarinoCaro: @LatamIndignados No pagues ya q igual despues te lo cambian";"801";"-1"
"RT @abarreram: @LatamIndignados Nunca dice que un menor de 14 no puede viajar con el 10 años solos";"809";"-1"
"RT @abarreram: @LatamIndignados Los bajaron me llamaron y la mama tuvo q ir a pagar el servicio para q viajaran arruinaron el cumpleaños               ";"816";"-1"
"@LatamIndignados No pagues ya q igual despues te lo cambian";"818";"-1"
"@andruswalrus @LatamIndignados Obviamente estan colaosados con los reclamos porque son un desastre'               ";"823";"-1"
"@abarreram @LatamIndignados Verguenza nacional esta empresa'               ";"824";"-1"
"@LatamIndignados tan desastrosa es la pagina de latam que ya parece adrede'               ";"831";"-1"
"@LatamIndignados Los bajaron me llamaron y la mama tuvo q ir a pagar el servicio para q viajaran arruinaron el cump\xe2\x80\xa6 '               ";"833";"-1"
"@LatamIndignados Nunca dice que un menor de 14 no puede viajar con el 10 años solos";"837";"-1"
"@Andriunavarro @LatamIndignados @LATAM_CHI Ni cosquillas les hace el secnac son inmunes los sinverguenzas\xe2\x80\xa6 '               ";"839";"-1"
"@vicmazzoni @LatamIndignados @LATAM_CHI Estos solo se lavan las manos te daran una miseria de compensacion destroz\xe2\x80\xa6 '               ";"842";"-1"
"RT @Jov_Division: #Vidal no vueles mas en @LATAM_CHI ...te deja asi de malo...@LatamIndignados @LatamTRUCHOS'               ";"848";"1"
"@Olivero_Herman @LatamIndignados @LATAM_CHI No pierdas tiempo. Se volvieron una empresa pedorra'               ";"868";"-1"
"@LatamIndignados NO ES LOW SERVICE es LOW COST. Los turros se equivocaron'               ";"870";"-1"
"RT @quimicocomico: Sres @LATAMAirlines \xc2\xbfhabra alguna novedad de mi caso que lleva 5";"872";"-1"
"Sres @LATAMAirlines \xc2\xbfhabra alguna novedad de mi caso que lleva 5";"873";"-1"
"#VamosChile no viajen en @LATAM_CHI rompen equipaje y su compensacion ni para candy alcanza @LatamIndignados @LatamTRUCHOS'               ";"874";"-1"
"#Monticello ustedes llevan a los empleados de @LATAM_CHI a sus dependencias? Nunca mas no funcionan.. ...@LatamIndignados @LatamTRUCHOS'               ";"881";"-1"
"#Vidal no vueles mas en @LATAM_CHI ...te deja asi de malo...@LatamIndignados @LatamTRUCHOS'               ";"883";"-1"
"#EntraUnOptimista y no viaja en @LATAM_CHI por que no responden por destrozos en tu equipaje @LatamIndignados @LatamTRUCHOS'               ";"890";"-1"
"RT @Jov_Division: @freddyalexis77 @mentiraslared Caza a los hueones de @LATAM_CHI ..sinverguenzas...@LatamIndignados @LatamTRUCHOS'               ";"893";"-1"
"@freddyalexis77 @mentiraslared Caza a los hueones de @LATAM_CHI ..sinverguenzas...@LatamIndignados @LatamTRUCHOS'               ";"900";"1"
"b'RT @mc_george: @riuperu @AlexandraHorler @LATAM_PER Es demasiado abuso, precios caros, servicio pesimo, las maletas terminan maltratadas de\xe2\x80\xa6'";"943";"-1"
"b'@LATAM_PER Los mismo precios no hay nada de mega promo";"944";"-1"
"b'RT @PatricioLPP: Cuando @LATAM_ECU @LATAM_PER te pierden la valija y a lo dos dias no te informan nada..'";"956";"-1"
"b'@KathiaPtrc @LATAM_PER Sin asiento....no importa!!'";"966";"-1"
"b'Bueno, y ahora me imagino que @LATAM_PER empezara a sacar pasajes desde 59 dolares a Rusia......sin agua incluida no importa.'";"970";"-1"
"b'@LATAM_ARG No reprograman vuelo para salir de Cuba el 7/9, ni acaban abonando penalidad y diferencia de tarifa. Excepcion";"974";"-1"
"b'@LATAM_ARG No. No es inconveniente. Me sorprende que no sirvan un snack. minimo. Una atencion.'";"985";"-1"
"b'@LATAM_ARG Hace casi un mes que viaje y ni un llamado o un mail ofreciendo una disculpa o solucion. Una pena realmente, una pena'";"992";"-1"
"b'@LATAM_ARG la verdad me apena porque soy pasajera frecuente, y no recibir respuesta, autocratica o solucion me parece muy injusto.'";"1003";"-1"
"b'@LATAM_ARG Si me van a seguir ignorando como me ignoraron cuando viaje con ustedes, avisenmelo y no me den mil vueltas diciendo mentiras'";"1006";"-1"
"b'@lloramedialunas @LATAM_ARG Por ahora responden todo pero no dan soluciones'";"1007";"-1"
"b'De verdad @LATAM_ARG nos falta el respeto. \"Te sugerimos estar atento\". Doce horas estuve \"atento\" ayer. Y no resol\xe2\x80\xa6 '";"1010";"-1"
"b'@LATAM_ARG Creo que me responden personas distintas que no siguen el hilo de conversacion. Es imposible solucionar algo de esta manera.'";"1012";"-1"
"b'@LATAM_ARG Quienn indemniza mi tiempo? Las molestias ocasionadas? La falta de respeto?'";"1013";"-1"
"b'@LATAM_ARG Perdi mucho tiempo a lo largo de esas 12 (doce!) Horas que demoro el tratamiento de mi conflicto. Para peor no resolvieron nada.'";"1022";"-1"
"b'@LATAM_ARG evidentemente no tienen comunicacion interna. Una lastima, curso denuncia como corresponde a mis derechos \xe2\x80\xa6 '";"1026";"-1"
"b'@LATAM_ARG Si lo mismo de siempre responden y no ayudan en nada'";"1031";"-1"
"b'@LATAM_ARG asco que no atiendan el telefono ni den ningun tipo de ayuda a la gente que quiera cambiar su vuelo .'";"1034";"-1"
"b'RT @SirChandlerBlog: Comunicado de @LATAM_ARG por las asambleas de hoy: 29 vuelos demorados/cancelados y 3.345 pasajeros afectados '";"1038";"-1"
"b'@LATAM_ARG necesito que terminen de resolverme un inconveniente! Me estaban asesorando y no respondieron ";"1042";"-1"
"b'@LATAM_ARG chicos: no pedimos un plato gourmet. Pero con un capitan del espacio de $10 -diez pesitos- 10!!, nos conformamos.'";"1046";"-1"
"b'@LATAM_ARG La aerolinea mas chorraaaaaaaa y mentirosa del universo'";"1048";"-1"
"b'el servicio de @LATAM_ECU pe9simo durante la espera de re abastecimiento de combustible XL1368 4 horas de viaje y no te dan ni un caramelo'";"1050";"-1"
"b'@LATAM_ECU mal servicio a bordo vuelo xl1368 no cuentan con provisiones de comida'";"1067";"-1"
"es con @LATAM_ECU Como si comprar un pasaje fuera barato. Haces el esfuerzo y te roban la plata. Con km tambien";"1071";"-1"
"responde @LATAM_ECU No se que complejidad tiene el caso. Se presento TODO lo que solicitaron. Hasta cert. de de";"1103";"-1"
"b'@ANAKARINA110182 ... y nos la envien cada DM, para asi conservar la privacidad de tus datos.'";"1105";"-1"
"b'@ANAKARINA110182 Hola. Te pedimos el favor que elimines este comentario debido a que contiene informacion personal ";"1110";"-1"
"b'@LATAM_ECU vamos a recuperar la maleta? Ya de hizo ayer mismo el reclamo... se van a comunicar para informar que sucede con esto?'";"1120";"-1"
"b'@LATAM_ECU hola como hacen cuando no llega una maleta en sus vuelos? Mi mama llego ayer a UIO en uno de sus vuelos y la maleta no llego'";"1131";"-1"
"b'Como dice @malevilches: A ustedes no les da verguenza ser tan inmorales? Como se hace para robar sin cargo de conciencia?? @LATAM_ECU'";"1137";"-1"
"b'@LATAM_CHI lamemtable servicio, llego maleta a casa pero faltan cosas en su interior, tengo un detalle enviado a los agentes del caso'";"1139";"-1"
"b'A + de un mes de espera que aparezca mi equipaje perdido por @LATAM_CHI hoy llega a casa, ahora revisare el conten\xe2\x80\xa6 '";"1141";"-1"
"b'RT @Marcvasklop: @LATAM_CHI estoy hace horas tratando de hacer un cambio de horario de un ticket y no me ha sido posible contactarlos. la l\xe2\x80\xa6'";"1161";"-1"
"b'@nachopau @LatamIndignados @LATAM_CHI Cuando extranjeros solucionan problemas de Chile..todo mal ..imaginen como mantienen los aviones...'";"1168";"-1"
"b'@LATAM_CHI estoy esperando respuesta por el codigo de reserva que no aparece para hacer mi checking de regreso a Chile.'";"1169";"-1"
"b'RT @quimicocomico: Sres @LATAMAirlines  alguna novedad de mi caso que lleva 5,5 meses abierto? (#5199023) @LatamIndignados @DenuncieL\xe2\x80\xa6'";"1176";"-1"
"b'Sres @LATAMAirlines  alguna novedad de mi caso que lleva 5,5 meses abierto? (#5199023) @LatamIndignados @DenuncieLATAM @LatamTRUCHOS'";"1192";"-1"
"b'@Vale_dami @LATAM_ARG No quiero ni pensar en la seguridad aerea. Por Dios que con gente tan inepta me cuesta pensar\xe2\x80\xa6 '";"1196";"-1"
"b'RT @Damaris69955505: @LatamTRUCHOS @JuanICandelaria @LATAM_ARG Tal cual.ya gaste mucho y nada.el servicio todo es un desastre.'";"1206";"-1"
"b'@LatamTRUCHOS @JuanICandelaria @LATAM_ARG Tal cual.ya gaste mucho y nada.el servicio todo es un desastre.'";"1209";"-1"
"b'@LatamTRUCHOS @LATAM_ARG Pelea eterna porq no tienen solucion ellos dicen que todo lo hicieron por mi seguridad cua\xe2\x80\xa6 '";"1210";"-1"
"b'@LATAM_CHI @lolatapiad HACE años QUE ESPERO RESPUESTA DE USTEDES DELINCUENTES HIJOS DE MIL PUTAS'";"1224";"-1"
"b'Lo que ellos ponen como plazo no cuenta. 22 decadas no es nada para una empresa a la que no le importan sus clientes. '";"1226";"-1"
"b'RT @jimenaavi: @LatamTRUCHOS @Carlita_sl @LATAM_CHI @LATAM_ARG siii!!! Ya estoy esperando que el juez defina cuanto tienen que pagarme. Son\xe2\x80\xa6'";"1236";"-1"
"b'@LatamTRUCHOS @Carlita_sl @LATAM_CHI @LATAM_ARG siii!!! Ya estoy esperando que el juez defina cuanto tienen que pagarme. Son ladrones!!!!'";"1256";"-1"
"b'No te resignes a la lucha!! De todas maneras anda viendo de comprar todo de nuevo porque son ladronzuelos '";"1257";"-1"
"b'Dios quiera que no tengan un problema verdadero. No quiero NI mencionarlo. Son una basura Jorge '";"1265";"-1"
"b'@etaburbuja @Jov_Division @leonardofarkas @LATAM_CHI @LatamIndignados Cuando puedas viajar no lo hagas con ladrones\xe2\x80\xa6 '";"1279";"-1"
"b'Pobre señor Sergium... aca tenemos otro triste caso de el nivel de delincuencia que ostenta @LATAM_CHI @LATAM_ARG '";"1280";"-1"
"b'Estimado Sergium: mandenos un DM asi no le damos ni bola pero en privado. Sus problemas nos chupan un huevo.\xe2\x80\xa6 '";"1286";"-1"
"b'RT @Jov_Division: @freddyalexis77 @mentiraslared Caza a los hueones de @LATAM_CHI ..sinverguenzas...@LatamIndignados @LatamTRUCHOS'";"1287";"-1"
"b'Jorge lo ilustra a la perfeccion. Estos delincuentes no son confiables ni como empresa ni por su seguridad aerea";"1299";"1"
"b'@vicmazzoni @LatamIndignados @LATAM_CHI Estos solo se lavan las manos te daran una miseria de compensacion destroz\xe2\x80\xa6 '";"1308";"-1"
"b'RT @Jov_Division: #Vidal no vueles mas en @LATAM_CHI ...te deja asi de malo...@LatamIndignados @LatamTRUCHOS'";"1311";"-1"
"b'#Vidal no vueles mas en @LATAM_CHI ...te deja asi de malo...@LatamIndignados @LatamTRUCHOS'";"1319";"-1"
"b'#VamosChile no viajen en @LATAM_CHI perderan como hoy...@LatamIndignados @LatamTRUCHOS'";"1321";"-1"
"b'#EntraUnOptimista y no viaja en @LATAM_CHI por que no responden por destrozos en tu equipaje @LatamIndignados @LatamTRUCHOS'";"1323";"-1"
"b'@freddyalexis77 @mentiraslared Caza a los hueones de @LATAM_CHI ..sinverguenzas...@LatamIndignados @LatamTRUCHOS'";"1326";"-1"
"b'@LATAM_CHI @ccarvalc Y no soluciona nada @LatamIndignados @LatamTRUCHOS y mas encima estan en Colombia....'";"1330";"-1"
"b'@leonardofarkas Leo que suerte que tengas tu jet ..los pobres viajamos en esa mierda de @LATAM_CHI ..@LatamIndignados @LatamTRUCHOS'";"1333";"-1"
"b'@LaTiaEvelyn Y tampoco tienen a la mierda de @latam..vamos por @VuelaJetSMART @LATAM_CHI @LatamIndignados @LatamTRUCHOS'";"1334";"-1"
"b'@Carlita_sl @LatamTRUCHOS @LATAM_CHI bajon! @LATAM_ARG me perdieron/robaron mi equipaje! Luchando para q me paguen. Suerte!!!'";"1337";"-1"
"b'RT @Carlita_sl: Un desastre @LATAM_CHI hace 2 meses que no me devuelven el dinero de un pasaje que tuve que cancelar por razones medicas,\xe2\x80\xa6'";"1338";"-1"
"b'@ddm_oficial NO QUIEREN LAS CIAS. LOW COST.PORQUE NO QUIEREN COMPETENCIA. ..HOY EL SERVICIO ES DEPRIMENTE. ..EN ESPECIAL LATAM.VERGONZOSOS'";"1348";"-1"
"placer es trabajar con, y para, los brokers corporativos de Buenos Aires / Latam.. El real concepto de \"servicio inmobiliario\" ";"1365";"-1"
"b'RT @nachopau: @LATAM_CHI tan desmejorado el servicio del callcenter? los que atienden cuelgan las llamadas. Parece que no hay conteo";"1378";"-1"
"b'RT @PonzeM: @LATAM_CHI El tiempo es excesivo, en ningun otro servicio he visto esa cantidad de deadas para una devolucion, nisiquiera entrega";"1382";"-1"
"b'@LATAM_CHI Servicio. He notado que una practica frecuente de los operadores es colgar las llamadas.'";"1387";"-1"
"b'@LATAM_CHI Su respuesta por DM fue \"espere un llamado\" hace mas de una hora. Pare que ofrecen servicio por Twitter entonces ??'";"1389";"1"
"b'@LATAM_CHI tan desmejorado el servicio del callcenter? los que atienden cuelgan las llamadas. Parece que no hay control.'";"1391";"-1"
"b'RT @GuillermoTapiaM: @LATAM_CHI @biobio @Mega como te extraño Lan Hoy Latam es un pesimo servicio y la postventa. Atrasan vuelos y discriminan";"1393";"-1"
"b'RT @romerojairo: @WRadioColombia EL SERVICIO DE LATAM ES PESIMO HAY SILLAS QUE ESTAN ESTATICAS NO LAS PUEDEN ACCIONAR LLEGAS CON LA ESPALDA\xe2\x80\xa6'";"1404";"-1"
"b'RT @PiliSanchez: @javcollao El problema de LATAM es que tiene pesimo servicio al cliente y suelen tener problemas de sobreventa de pasajes";"1406";"-1"
"b'RT @Solquito: @LATAM_ARG Estoy en Chile, en transito a NYC y vuelo sobrevendido. SERVICIO PÉSIMO! No es posible viajar juntos.";"1407";"-1"
"b'@LATAM_CHI El tiempo es excesivo, en ninguun otro servicio he visto esa cantidad de decadas para una devolucion, ni siquiera";"1420";"-1"
"b'@LATAM_CHI @biobio @Mega como te extraño Lan Hoy Latam es un pesimo servicio y la postventa. Atrasan vuelos y discriminatorios con clientes.'";"1427";"-1"
"b'@LATAM_ARG Estoy en Chile, en transito a NYC y vuelo sobrevendido. SERVICIO PÉSIMO!!! No es posible viajar juntos. Como enmiendan el error??'";"1432";"-1"
